-1.048643421381711960e-02,8.007431775331497192e-02,8.012430667877197266e-01,-2.040516398847103119e-02,-2.318787015974521637e-02,-7.237164974212646484e-01,6.894058585166931152e-01,-1.906366646289825439e-01,6.421968340873718262e-02,-3.008432919159531593e-03,6.480343937873840332e-01,-5.694049000740051270e-01,5.359460785984992981e-02,-1.452908515930175781e-01,-1.076641455292701721e-01,-1.400552242994308472e-01,5.897202491760253906e-01,-5.517641305923461914e-01,7.078261580318212509e-03,4.212315008044242859e-02,-2.090642750263214111e-01,1.258939743041992188e+00,-1.656932532787322998e-01,2.141601964831352234e-02,3.569571673870086670e-02,-1.093504950404167175e-01,-1.181232810020446777e+00,4.666891694068908691e-02,-5.431039258837699890e-02,7.199063152074813843e-02,0.000000000000000000e+00
-1.060321275144815445e-02,8.002600073814392090e-02,8.006275296211242676e-01,-1.901083998382091522e-02,-2.094389684498310089e-02,-7.240096926689147949e-01,6.892096400260925293e-01,-2.016825824975967407e-01,6.595420837402343750e-02,-5.404418334364891052e-03,6.577524542808532715e-01,-5.745367407798767090e-01,5.184412375092506409e-02,-1.563249826431274414e-01,-1.063005626201629639e-01,-1.358104348182678223e-01,5.981965065002441406e-01,-5.553358793258666992e-01,6.564657669514417648e-03,4.406899213790893555e-02,-2.192659825086593628e-01,1.259832978248596191e+00,-1.757465153932571411e-01,2.228232845664024353e-02,4.382050409913063049e-02,-1.186023876070976257e-01,-1.181177735328674316e+00,5.012229830026626587e-02,-5.285893008112907410e-02,7.124381512403488159e-02,0.000000000000000000e+00
-1.075272820889949799e-02,8.000583946704864502e-02,8.006550669670104980e-01,-1.887727156281471252e-02,-2.105344459414482117e-02,-7.239278554916381836e-01,6.892958879470825195e-01,-2.013138234615325928e-01,6.574710458517074585e-02,-5.476167891174554825e-03,6.568750739097595215e-01,-5.742593407630920410e-01,5.139097198843955994e-02,-1.561409831047058105e-01,-1.065091639757156372e-01,-1.360097974538803101e-01,5.978652238845825195e-01,-5.555146336555480957e-01,6.368052680045366287e-03,4.478142783045768738e-02,-2.192672640085220337e-01,1.257153987884521484e+00,-1.756529062986373901e-01,2.243432216346263885e-02,4.550447314977645874e-02,-1.204680800437927246e-01,-1.182601094245910645e+00,4.961391165852546692e-02,-5.420548841357231140e-02,7.159275561571121216e-02,0.000000000000000000e+00
-1.097004581242799759e-02,8.006805181503295898e-02,8.006479740142822266e-01,-1.886568218469619751e-02,-2.126725018024444580e-02,-7.238755822181701660e-01,6.893445849418640137e-01,-2.010416686534881592e-01,6.566231697797775269e-02,-5.606681574136018753e-03,6.567142605781555176e-01,-5.739538669586181641e-01,5.122607201337814331e-02,-1.558394283056259155e-01,-1.065687611699104309e-01,-1.361004412174224854e-01,5.978290438652038574e-01,-5.558088421821594238e-01,6.172300782054662704e-03,4.567106813192367554e-02,-2.189369350671768188e-01,1.253360152244567871e+00,-1.743653714656829834e-01,2.325928956270217896e-02,4.605098441243171692e-02,-1.216436624526977539e-01,-1.183183431625366211e+00,4.846799746155738831e-02,-5.515261366963386536e-02,7.087457925081253052e-02,0.000000000000000000e+00
-1.124630123376846313e-02,8.011531084775924683e-02,8.006338477134704590e-01,-1.890332438051700592e-02,-2.137478254735469818e-02,-7.237537503242492676e-01,6.894680857658386230e-01,-2.010588198900222778e-01,6.586833298206329346e-02,-6.025790236890316010e-03,6.568465828895568848e-01,-5.738123059272766113e-01,5.102811008691787720e-02,-1.554936319589614868e-01,-1.063324064016342163e-01,-1.364505589008331299e-01,5.977375507354736328e-01,-5.560621023178100586e-01,5.918595474213361740e-03,4.644071310758590698e-02,-2.172018438577651978e-01,1.249432444572448730e+00,-1.742571145296096802e-01,2.323567494750022888e-02,4.590576514601707458e-02,-1.216528564691543579e-01,-1.182643175125122070e+00,4.909492284059524536e-02,-5.580007284879684448e-02,7.013477385044097900e-02,0.000000000000000000e+00
-1.161896996200084686e-02,8.013127744197845459e-02,8.006062507629394531e-01,-1.904359459877014160e-02,-2.138948440551757812e-02,-7.234633564949035645e-01,6.897685527801513672e-01,-2.012187540531158447e-01,6.637065112590789795e-02,-7.048119790852069855e-03,6.571328639984130859e-01,-5.738270878791809082e-01,5.072363466024398804e-02,-1.547933816909790039e-01,-1.057490110397338867e-01,-1.374141275882720947e-01,5.974628925323486328e-01,-5.563428997993469238e-01,5.511000286787748337e-03,4.663398489356040955e-02,-2.156501710414886475e-01,1.246230363845825195e+00,-1.735202968120574951e-01,2.322424761950969696e-02,4.631423205137252808e-02,-1.215498596429824829e-01,-1.181794166564941406e+00,4.855060204863548279e-02,-5.561872571706771851e-02,6.964290142059326172e-02,0.000000000000000000e+00
-1.206516567617654800e-02,8.013682067394256592e-02,8.005555272102355957e-01,-1.923162117600440979e-02,-2.137706242501735687e-02,-7.230851054191589355e-01,6.901602149009704590e-01,-2.015166878700256348e-01,6.702782958745956421e-02,-8.351563476026058197e-03,6.576533317565917969e-01,-5.739595293998718262e-01,5.034105479717254639e-02,-1.539511233568191528e-01,-1.050056666135787964e-01,-1.387182027101516724e-01,5.971907973289489746e-01,-5.566962361335754395e-01,5.157545674592256546e-03,4.657173529267311096e-02,-2.146026045083999634e-01,1.243623137474060059e+00,-1.729954928159713745e-01,2.330676466226577759e-02,4.709393158555030823e-02,-1.209271624684333801e-01,-1.180755615234375000e+00,4.999584704637527466e-02,-5.561914667487144470e-02,7.020295411348342896e-02,0.000000000000000000e+00
-1.256681047379970551e-02,8.015976846218109131e-02,8.004944920539855957e-01,-1.939784735441207886e-02,-2.130025066435337067e-02,-7.226949334144592285e-01,6.905664801597595215e-01,-2.021431922912597656e-01,6.781352311372756958e-02,-9.814428165555000305e-03,6.584449410438537598e-01,-5.741348266601562500e-01,4.989429935812950134e-02,-1.533384323120117188e-01,-1.041260063648223877e-01,-1.400216817855834961e-01,5.970916748046875000e-01,-5.570303201675415039e-01,4.753789864480495453e-03,4.639752209186553955e-02,-2.133698910474777222e-01,1.241878151893615723e+00,-1.730966418981552124e-01,2.320549637079238892e-02,4.819170758128166199e-02,-1.197725012898445129e-01,-1.180168271064758301e+00,5.377711728215217590e-02,-5.563499778509140015e-02,7.128980755805969238e-02,0.000000000000000000e+00
-1.310425158590078354e-02,8.016368746757507324e-02,8.004462718963623047e-01,-1.960398443043231964e-02,-2.121814899146556854e-02,-7.223628163337707520e-01,6.909105777740478516e-01,-2.026831358671188354e-01,6.877062469720840454e-02,-1.112362090498209000e-02,6.592928171157836914e-01,-5.743483304977416992e-01,4.939163103699684143e-02,-1.526016294956207275e-01,-1.030851453542709351e-01,-1.412146091461181641e-01,5.968277454376220703e-01,-5.572749376296997070e-01,4.363585263490676880e-03,4.606938362121582031e-02,-2.127623856067657471e-01,1.241774439811706543e+00,-1.732614934444427490e-01,2.346770651638507843e-02,4.840954020619392395e-02,-1.197779551148414612e-01,-1.180989861488342285e+00,5.564158409833908081e-02,-5.554864183068275452e-02,7.261657714843750000e-02,0.000000000000000000e+00
-1.365027017891407013e-02,8.011887967586517334e-02,8.004084825515747070e-01,-1.991328410804271698e-02,-2.122201025485992432e-02,-7.221106290817260742e-01,6.911652088165283203e-01,-2.026815861463546753e-01,6.984021514654159546e-02,-1.208729855716228485e-02,6.599418520927429199e-01,-5.744354724884033203e-01,4.865666478872299194e-02,-1.513350307941436768e-01,-1.019490063190460205e-01,-1.423375904560089111e-01,5.961372852325439453e-01,-5.573901534080505371e-01,4.119443241506814957e-03,4.573310911655426025e-02,-2.128817290067672729e-01,1.243074059486389160e+00,-1.735003888607025146e-01,2.376279979944229126e-02,4.856315255165100098e-02,-1.204443275928497314e-01,-1.183148145675659180e+00,5.727235227823257446e-02,-5.587896704673767090e-02,7.416523993015289307e-02,0.000000000000000000e+00
